gene_id	transcript_id	scaffold	start	end	strand	product	pfam_ids	merops_ids	busco_ids	matched_families	matched_keywords	matched_pfam	evidence_strength	default_confidence	contamination_flag	notes
FUS_005216	FUS_005216-T1	scaffold_10	704247	706201	-	ABC transporter ATP-binding protein arb1	PF00005|PF12848		EOG092614E6	ABC_transporter	abc transporter	PF00005	keyword_plus_pfam	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_005245	FUS_005245-T1	scaffold_10	780831	781749	-	hypothetical protein	PF13410|PF13409|PF00043|PF02798|PF14497|PF13417			GST		PF00043|PF02798	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_005251	FUS_005251-T1	scaffold_10	794138	795999	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005258	FUS_005258-T1	scaffold_10	814048	816162	+	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005266	FUS_005266-T1	scaffold_10	830218	831387	+	hypothetical protein	PF00775			dioxygenase		PF00775	pfam_only	Low	YES	dioxygenase: HIGH contamination risk — check BLAST hit taxonomy and scaffold GC content
FUS_005278	FUS_005278-T1	scaffold_10	861781	863486	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_005280	FUS_005280-T1	scaffold_10	865129	866691	-	hypothetical protein	PF00884			aryl_sulfatase		PF00884	pfam_only	Medium	no	aryl_sulfatase: Han et al. 2026 — 6-hydroxybenzo[a]pyrene sulfate metabolite
FUS_005281	FUS_005281-T1	scaffold_10	869469	871221	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005288	FUS_005288-T1	scaffold_10	881934	883478	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_005309	FUS_005309-T1	scaffold_10	969811	971778	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005318	FUS_005318-T1	scaffold_10	1017046	1017960	-	hypothetical protein	PF00106|PF23441|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005336	FUS_005336-T1	scaffold_10	1080347	1082069	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_005351	FUS_005351-T1	scaffold_10	1134377	1135332	-	hypothetical protein	PF12146|PF00561|PF12697	MER0036114	EOG092638EN	epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_005352	FUS_005352-T1	scaffold_10	1136137	1138554	-	multidrug-resistance transporter mdr2	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_005376	FUS_005376-T1	scaffold_10	1202428	1203239	-	Short-chain dehydrogenase/reductase aba4	PF00106|PF08659|PF13561			SDR	short-chain dehydrogenase	PF00106	keyword_plus_pfam	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005387	FUS_005387-T1	scaffold_11	6168	7749	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005391	FUS_005391-T1	scaffold_11	25158	26995	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005399	FUS_005399-T1	scaffold_11	43448	44329	+	hypothetical protein	PF00106|PF23441|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005403	FUS_005403-T1	scaffold_11	52429	54235	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005419	FUS_005419-T1	scaffold_11	102650	104467	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_005426	FUS_005426-T1	scaffold_11	119386	121138	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005432	FUS_005432-T1	scaffold_11	143088	143954	-	hypothetical protein	PF00561|PF12697	MER0037236		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_005433	FUS_005433-T1	scaffold_11	144648	145649	+	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005435	FUS_005435-T1	scaffold_11	149294	150940	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005437	FUS_005437-T1	scaffold_11	156135	157702	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005439	FUS_005439-T1	scaffold_11	165940	167583	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005447	FUS_005447-T1	scaffold_11	186468	187490	+	hypothetical protein	PF00561|PF12697	MER0017177		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_005448	FUS_005448-T1	scaffold_11	188155	189768	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005449	FUS_005449-T1	scaffold_11	191069	191833	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005453	FUS_005453-T1	scaffold_11	201955	203821	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005456	FUS_005456-T1	scaffold_11	210807	212521	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005459	FUS_005459-T1	scaffold_11	224286	225652	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005465	FUS_005465-T1	scaffold_11	246545	247393	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005479	FUS_005479-T1	scaffold_11	289614	291115	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_005484	FUS_005484-T1	scaffold_11	299666	301108	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_005492	FUS_005492-T1	scaffold_11	315897	317533	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005495	FUS_005495-T1	scaffold_11	322926	324814	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005515	FUS_005515-T1	scaffold_11	375951	377574	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005524	FUS_005524-T1	scaffold_11	404255	405022	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005525	FUS_005525-T1	scaffold_11	406792	407802	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005526	FUS_005526-T1	scaffold_11	408160	409245	+	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005531	FUS_005531-T1	scaffold_11	418768	420514	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005532	FUS_005532-T1	scaffold_11	420725	422421	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005540	FUS_005540-T1	scaffold_11	440172	441629	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005549	FUS_005549-T1	scaffold_11	466545	467423	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005550	FUS_005550-T1	scaffold_11	468222	469946	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005556	FUS_005556-T1	scaffold_11	482622	483647	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005560	FUS_005560-T1	scaffold_11	499552	501568	+	hypothetical protein	PF00732|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_005562	FUS_005562-T1	scaffold_11	505910	507462	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005570	FUS_005570-T1	scaffold_11	523267	524823	-	FAD-linked oxidoreductase hmp9	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_005577	FUS_005577-T1	scaffold_11	546996	548273	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005580	FUS_005580-T1	scaffold_11	554998	559458	-	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_005585	FUS_005585-T1	scaffold_11	568659	569678	-	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005593	FUS_005593-T1	scaffold_11	587914	588986	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005603	FUS_005603-T1	scaffold_11	611902	613014	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_005620	FUS_005620-T1	scaffold_11	651337	652218	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005621	FUS_005621-T1	scaffold_11	653377	654045	+	hypothetical protein	PF13410|PF13409|PF00043|PF02798|PF14497|PF13417			GST		PF00043|PF02798	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_005623	FUS_005623-T1	scaffold_11	656658	657821	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005626	FUS_005626-T1	scaffold_11	666019	667924	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005629	FUS_005629-T1	scaffold_11	674335	676183	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005634	FUS_005634-T1	scaffold_11	691525	693299	+	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_005647	FUS_005647-T1	scaffold_11	730386	731694	+	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005649	FUS_005649-T1	scaffold_11	735633	736599	-	hypothetical protein	PF00199			catalase		PF00199	pfam_only	Low	no	catalase: General stress response — expected in any fungal genome
FUS_005657	FUS_005657-T1	scaffold_11	757108	758426	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005664	FUS_005664-T1	scaffold_11	769250	770770	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005665	FUS_005665-T1	scaffold_11	772304	773953	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005683	FUS_005683-T1	scaffold_11	814374	815992	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_005684	FUS_005684-T1	scaffold_11	816899	818651	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005692	FUS_005692-T1	scaffold_11	835910	837214	+	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005694	FUS_005694-T1	scaffold_11	842670	844719	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005698	FUS_005698-T1	scaffold_11	858067	859149	-	hypothetical protein	PF00884			aryl_sulfatase		PF00884	pfam_only	Medium	no	aryl_sulfatase: Han et al. 2026 — 6-hydroxybenzo[a]pyrene sulfate metabolite
FUS_005700	FUS_005700-T1	scaffold_11	864398	865996	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005711	FUS_005711-T1	scaffold_11	889894	891828	-	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005716	FUS_005716-T1	scaffold_11	903134	904779	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005719	FUS_005719-T1	scaffold_11	909214	910044	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005721	FUS_005721-T1	scaffold_11	915851	917652	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005730	FUS_005730-T1	scaffold_11	934258	935763	-	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_005736	FUS_005736-T1	scaffold_11	957791	959425	-	Cytochrome P450 monooxygenase luc2	PF00067			CYP_general	cytochrome p450|p450|monooxygenase	PF00067	keyword_plus_pfam	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_005737	FUS_005737-T1	scaffold_11	959795	961571	-	Aldehyde dehydrogenase luc3	PF00171			aldehyde_dehydrogenase	aldehyde dehydrogenase	PF00171	keyword_plus_pfam	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_005738	FUS_005738-T1	scaffold_11	962007	963641	-	MFS-type efflux pump luc4	PF06609|PF07690			MFS_transporter|efflux_pump	efflux pump	PF07690	keyword_plus_pfam	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005740	FUS_005740-T1	scaffold_11	965280	977166	-	Hybrid PKS-NRPS synthetase luc5	PF08241|PF08659|PF01370|PF00668|PF08242|PF14765|PF22336|PF13649|PF21089|PF22621|PF23114|PF16197|PF00698|PF07993|PF00501|PF00109|PF00106|PF01209|PF13489|PF02801|PF01073|PF00550			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
